interaction_id,contact_id,company_id,interaction_date,interaction_type,outcome,notes
333,77,66,2025-04-04 02:35:38.917607,Email,No Response,Blood second high president thank plant nearly stage.
334,77,66,2025-04-01 02:35:38.917607,Meeting,Negative,Food daughter picture teach house.
335,77,66,2025-04-05 02:35:38.917607,Meeting,Negative,Discussion risk happy total behavior consider continue.
336,77,66,2025-04-04 02:35:38.917607,Call,Neutral,Country make role positive.
337,78,99,2024-12-10 02:35:38.917607,Call,Positive,Financial those stage.
338,78,99,2024-12-31 02:35:38.917607,Support,No Response,Could century interview lawyer population I right case.
339,78,99,2024-10-18 02:35:38.917607,Meeting,Neutral,Owner help again.
340,78,99,2024-11-18 02:35:38.917607,Email,No Response,Shake popular analysis.
341,78,99,2024-04-14 02:35:38.917607,Meeting,No Response,Show environment voice outside society.
342,78,99,2024-06-09 02:35:38.917607,Demo,Positive,Whatever blood save.
343,78,99,2024-09-08 02:35:38.917607,Support,Neutral,System be cause service throughout spring.
344,78,99,2024-05-08 02:35:38.917607,Call,No Response,Forward choice argue reality physical.
345,79,1,2024-12-21 02:35:38.917607,Support,Negative,Again and name bill.
346,79,1,2024-09-16 02:35:38.917607,Support,Neutral,Center treatment agency interview challenge pretty.
347,79,1,2024-11-18 02:35:38.917607,Email,No Response,Tv range rather resource top.
348,79,1,2024-08-25 02:35:38.917607,Meeting,Neutral,College body big what ground past brother.
349,79,1,2024-12-09 02:35:38.917607,Email,Neutral,Time page concern most.
350,79,1,2024-12-19 02:35:38.917607,Call,Negative,Consider interesting throw reach person expert then even.
351,79,1,2025-01-22 02:35:38.917607,Meeting,Negative,Product usually specific represent baby able value.
352,79,1,2024-11-01 02:35:38.917607,Support,Negative,Sing chair challenge land.
353,79,1,2025-02-13 02:35:38.917607,Email,No Response,Spring both into risk certain follow camera.
354,79,1,2024-07-18 02:35:38.917607,Support,Positive,Good management loss win own PM.
355,80,20,2024-08-19 02:35:38.917607,Support,Positive,Soon president early industry.
356,80,20,2024-11-23 02:35:38.917607,Support,Negative,Much manage movie discover base resource money.
357,80,20,2024-12-09 02:35:38.917607,Email,Neutral,Reflect dog able yes admit.
358,80,20,2024-07-21 02:35:38.917607,Call,Negative,Listen card body treat guess support single.
359,80,20,2024-12-07 02:35:38.917607,Support,No Response,Far century table will.
360,80,20,2024-07-24 02:35:38.917607,Meeting,Neutral,Drug still argue case while region.
361,80,20,2024-06-22 02:35:38.917607,Demo,Negative,Run receive interesting approach black ok.
362,81,98,2024-11-26 02:35:38.917607,Meeting,Positive,Study that air half bad baby notice.
363,81,98,2024-11-04 02:35:38.917607,Demo,Negative,Change consumer sea security recognize federal.
364,81,98,2024-11-30 02:35:38.917607,Call,Neutral,Reveal know population actually born art.
365,81,98,2025-01-05 02:35:38.917607,Email,Neutral,Page community civil.
366,81,98,2025-01-21 02:35:38.917607,Demo,No Response,Strategy quite then never stop try.
367,81,98,2024-12-25 02:35:38.917607,Demo,No Response,Fill dinner use even begin help week.
368,81,98,2024-12-23 02:35:38.917607,Email,Positive,Hundred argue hot state wish.
369,81,98,2025-01-11 02:35:38.917607,Call,Negative,Success staff life finish politics still close sound.
370,81,98,2024-11-05 02:35:38.917607,Meeting,Neutral,Crime board back owner suggest agreement.
371,81,98,2024-11-06 02:35:38.917607,Email,Neutral,Clear blood deep action travel.
372,82,25,2025-02-22 02:35:38.917607,Meeting,Neutral,Necessary point allow especially with.
373,82,25,2025-01-22 02:35:38.917607,Demo,Negative,And worry low answer behavior final wonder.
374,82,25,2025-01-30 02:35:38.917607,Email,Positive,When matter fire hospital green.
375,83,100,2024-10-31 02:35:38.917607,Demo,Negative,Reflect best imagine scientist.
376,83,100,2024-12-07 02:35:38.917607,Call,Negative,Maybe simple age somebody.
377,83,100,2024-12-21 02:35:38.917607,Meeting,Neutral,Only system face charge leg those behavior.
378,83,100,2024-09-29 02:35:38.917607,Demo,Positive,This space pressure shoulder claim.
379,84,49,2024-12-11 02:35:38.917607,Call,Neutral,Might rock prepare us game size fund.
380,84,49,2024-11-15 02:35:38.917607,Support,Neutral,Perhaps vote always require raise dream.
381,84,49,2024-11-28 02:35:38.917607,Meeting,Positive,Parent when note yes best address short finally.
382,85,5,2025-04-05 02:35:38.917607,Meeting,Positive,Material lawyer college fast.
383,85,5,2025-03-13 02:35:38.917607,Email,Positive,Evidence guy become condition.
384,85,5,2025-04-12 02:35:38.917607,Email,Positive,Election list eight theory practice cell buy.
385,85,5,2024-07-11 02:35:38.917607,Demo,No Response,Major guy expert important people quite kid.
386,85,5,2024-11-23 02:35:38.917607,Email,Negative,Suddenly weight health radio media enjoy then.
387,85,5,2025-01-10 02:35:38.917607,Call,Neutral,Per popular scientist.
388,86,13,2025-02-22 02:35:38.917607,Email,Negative,Record night choice black heart.
389,86,13,2025-01-26 02:35:38.917607,Email,Negative,Human authority hold left behavior letter politics.
390,86,13,2025-02-21 02:35:38.917607,Support,Neutral,Board Congress board where however item husband.
391,86,13,2025-01-26 02:35:38.917607,Email,Positive,Fish you main reduce.
392,86,13,2025-01-09 02:35:38.917607,Email,Positive,Boy lawyer nation we certainly degree nothing.
393,86,13,2025-02-05 02:35:38.917607,Call,Neutral,Similar artist speak smile without degree deep age.
394,86,13,2025-03-13 02:35:38.917607,Meeting,Neutral,Establish player base attorney if fear.
395,86,13,2025-01-18 02:35:38.917607,Demo,Negative,The modern prove else store begin top.
396,86,13,2024-12-24 02:35:38.917607,Email,No Response,White father cup walk loss movement.
397,86,13,2025-03-30 02:35:38.917607,Call,No Response,Whole join tree now.
398,87,2,2025-01-09 02:35:38.917607,Email,Positive,Night throw cup.
399,87,2,2024-12-02 02:35:38.917607,Email,No Response,Pattern food worry voice sea say first character.
400,87,2,2024-12-18 02:35:38.917607,Email,Positive,Value material first society purpose enjoy reveal.
401,87,2,2024-12-05 02:35:38.917607,Meeting,Neutral,Wall tax plant police official already second.
402,87,2,2025-03-06 02:35:38.917607,Meeting,Negative,Information national coach help girl.
403,88,61,2024-03-31 02:35:38.917607,Email,Neutral,Will officer add sport administration.
404,88,61,2024-03-26 02:35:38.917607,Meeting,Negative,Maybe test record power lay.
405,88,61,2025-02-15 02:35:38.917607,Meeting,No Response,Goal stock international wind from unit.
406,88,61,2024-05-04 02:35:38.917607,Email,Positive,Into computer organization myself high suddenly read.
407,88,61,2024-03-10 02:35:38.917607,Call,Neutral,Plant reduce visit town between because.
408,88,61,2024-08-21 02:35:38.917607,Meeting,No Response,Bed administration usually billion.
409,88,61,2025-01-18 02:35:38.917607,Meeting,Positive,Until between know ok allow face inside development.
410,89,11,2024-04-30 02:35:38.917607,Call,Positive,Necessary boy task wear go soldier less.
411,89,11,2024-05-15 02:35:38.917607,Demo,No Response,Account hear difference exist they enough.
412,89,11,2024-04-12 02:35:38.917607,Demo,No Response,Pull above training allow ago so.
413,89,11,2024-05-20 02:35:38.917607,Call,Positive,Star outside friend where year drop wind.
414,89,11,2024-03-07 02:35:38.917607,Email,Neutral,Pattern hotel appear use investment.
415,90,49,2024-07-05 02:35:38.917607,Support,No Response,Within community tough military join between.
416,91,80,2025-02-06 02:35:38.917607,Call,No Response,Mean place six successful.
417,91,80,2024-12-27 02:35:38.917607,Support,Positive,True study city follow behavior agent activity show.
418,91,80,2024-09-01 02:35:38.917607,Demo,No Response,Agreement remain turn bad.
419,91,80,2024-08-23 02:35:38.917607,Demo,No Response,Agent safe work play sing cost.
420,91,80,2024-07-20 02:35:38.917607,Email,Negative,Father movement early sister skill.
421,91,80,2024-12-04 02:35:38.917607,Email,Neutral,Process ever various physical point.
422,91,80,2024-12-17 02:35:38.917607,Support,Positive,Term book until but center energy Congress back.
423,91,80,2025-02-03 02:35:38.917607,Call,No Response,Tree debate beyond somebody including main.
424,91,80,2024-12-21 02:35:38.917607,Demo,Neutral,Baby reach heart finish traditional speak conference act.
425,92,96,2025-03-27 02:35:38.917607,Email,Positive,Process piece talk bring.
426,92,96,2023-12-16 02:35:38.917607,Support,No Response,Year low pass national citizen score.
427,92,96,2024-11-27 02:35:38.917607,Call,Positive,Cover ahead age memory.
428,92,96,2024-11-23 02:35:38.917607,Meeting,Neutral,Describe half together ahead.
429,92,96,2024-06-11 02:35:38.917607,Meeting,Positive,Detail road vote environment.
430,92,96,2024-12-09 02:35:38.917607,Call,No Response,Current begin remain present level speak job.
431,92,96,2024-08-24 02:35:38.917607,Call,Positive,Two economic cup suffer response which.
432,92,96,2024-10-21 02:35:38.917607,Demo,No Response,On short find some.
433,93,57,2025-04-16 02:35:38.917607,Demo,No Response,Item land others even five blue him.
434,94,42,2024-11-07 02:35:38.917607,Demo,Positive,Note hear plan ask cold.
435,94,42,2024-11-03 02:35:38.917607,Demo,No Response,When education important.
436,94,42,2024-10-17 02:35:38.917607,Support,Positive,Step population whole good air conference follow so.
437,94,42,2024-10-31 02:35:38.917607,Support,Negative,Early Democrat he certain fire act.
438,94,42,2025-02-15 02:35:38.917607,Support,Neutral,Response degree nothing.
439,95,19,2024-12-22 02:35:38.917607,Meeting,Negative,Together no history own money bill.
440,95,19,2024-05-30 02:35:38.917607,Call,No Response,Respond watch space provide off.
441,95,19,2024-10-19 02:35:38.917607,Support,No Response,Radio itself spend cup anyone management.
442,95,19,2024-11-05 02:35:38.917607,Demo,Positive,Wrong instead buy.
443,95,19,2024-06-21 02:35:38.917607,Call,Positive,Over option door again.
444,95,19,2024-10-24 02:35:38.917607,Meeting,Negative,Popular task write.
445,95,19,2024-11-10 02:35:38.917607,Email,Positive,Expect success idea time truth although population.
446,95,19,2024-07-26 02:35:38.917607,Demo,Neutral,Like stop indeed feeling.
447,95,19,2024-11-28 02:35:38.917607,Email,Negative,Send hundred news finish partner hotel.
448,95,19,2024-08-11 02:35:38.917607,Call,Positive,Management political treat successful visit bill difference.
449,96,22,2025-01-23 02:35:38.917607,Demo,Neutral,Catch year technology.
450,96,22,2025-02-24 02:35:38.917607,Meeting,Positive,Difficult because right speech staff Mr.
451,96,22,2025-02-27 02:35:38.917607,Demo,Positive,Various test employee.
452,96,22,2025-02-19 02:35:38.917607,Support,Positive,Book water avoid.
453,96,22,2025-02-28 02:35:38.917607,Demo,No Response,Reach social here recognize understand on.
454,96,22,2025-02-21 02:35:38.917607,Support,Neutral,Call technology send thousand.
455,97,88,2024-11-22 02:35:38.917607,Support,Positive,Pm property miss drive long majority.
456,97,88,2025-01-31 02:35:38.917607,Demo,No Response,Focus room difficult enough fast.
457,97,88,2025-01-26 02:35:38.917607,Call,Neutral,Good structure drug positive.
458,97,88,2025-02-23 02:35:38.917607,Call,Positive,Reason avoid manager defense provide.
459,97,88,2025-01-10 02:35:38.917607,Support,Negative,Stand could bit decade opportunity month teach.
460,97,88,2025-01-25 02:35:38.917607,Demo,No Response,Remain pretty summer black candidate.
461,97,88,2025-02-07 02:35:38.917607,Call,Negative,History laugh per data hundred attention.
462,98,60,2025-04-10 02:35:38.917607,Meeting,No Response,Clearly film thank possible challenge then.
463,98,60,2025-04-09 02:35:38.917607,Call,No Response,Drive thus cost agreement.
464,98,60,2025-04-10 02:35:38.917607,Support,Negative,Laugh enter until base issue character maybe.
465,98,60,2025-04-09 02:35:38.917607,Call,Neutral,Free kid have any him up create.
466,98,60,2025-04-10 02:35:38.917607,Meeting,Neutral,Idea order morning management item.
467,98,60,2025-04-09 02:35:38.917607,Support,Negative,Position where detail.
468,99,60,2025-02-05 02:35:38.917607,Support,No Response,Time offer draw.
469,100,57,2025-01-27 02:35:38.917607,Demo,Negative,Big difficult per respond hot big safe.
470,100,57,2025-01-08 02:35:38.917607,Email,Positive,Manager commercial data PM relationship.
471,100,57,2024-11-18 02:35:38.917607,Demo,Neutral,Safe behind me red live.
472,100,57,2024-11-21 02:35:38.917607,Email,Neutral,System reach color race coach.
473,100,57,2024-12-19 02:35:38.917607,Call,Negative,Tonight center actually listen free concern.
474,100,57,2025-02-10 02:35:38.917607,Meeting,Neutral,Thing color set act goal.
475,100,57,2024-11-22 02:35:38.917607,Meeting,Neutral,On major easy body standard note wrong.
476,100,57,2025-02-19 02:35:38.917607,Support,Positive,Moment cold chair behind fight.
477,100,57,2024-12-30 02:35:38.917607,Demo,Positive,Laugh same wrong either main hair.
478,101,89,2025-03-19 02:35:38.917607,Support,Neutral,Still feeling free.
479,101,89,2025-03-21 02:35:38.917607,Support,No Response,Simple tax total other both rate rock.
480,101,89,2025-03-05 02:35:38.917607,Support,Negative,Challenge improve detail.
481,101,89,2025-03-20 02:35:38.917607,Email,No Response,Ground all officer receive.
482,101,89,2025-03-10 02:35:38.917607,Demo,Negative,Grow season create western police whole.
483,101,89,2025-03-15 02:35:38.917607,Email,Positive,Quickly tonight last when money enter quickly thousand.
484,101,89,2025-03-21 02:35:38.917607,Meeting,Neutral,Operation war everybody course often reduce.
485,101,89,2025-03-17 02:35:38.917607,Demo,Neutral,But somebody note society get body across until.
486,101,89,2025-03-18 02:35:38.917607,Meeting,Neutral,Letter change whom perhaps.
487,102,62,2025-02-03 02:35:38.917607,Demo,Neutral,Field explain son administration.
488,102,62,2025-02-28 02:35:38.917607,Email,Neutral,Design stay but.
489,102,62,2025-01-27 02:35:38.917607,Support,Positive,Figure involve produce a edge go exist.
490,103,38,2024-03-28 02:35:38.917607,Demo,Negative,Program shoulder choice beat establish you culture.
491,103,38,2024-12-17 02:35:38.917607,Meeting,Neutral,Truth fact allow usually eat question hit human.
492,103,38,2024-05-29 02:35:38.917607,Support,Negative,Throw turn others community.
493,103,38,2024-03-10 02:35:38.917607,Meeting,No Response,Quickly follow official raise current career.
494,103,38,2025-03-06 02:35:38.917607,Call,Positive,Current figure father until leave contain site.
495,103,38,2024-05-25 02:35:38.917607,Meeting,Positive,Benefit money reason mean rate group.
496,104,2,2025-03-07 02:35:38.917607,Meeting,No Response,Into inside improve agree next whatever.
497,104,2,2025-03-10 02:35:38.917607,Support,Negative,Because cell trade skill oil health.
498,104,2,2025-02-27 02:35:38.917607,Meeting,Neutral,Myself not fall sense hotel idea accept space.
499,104,2,2025-02-28 02:35:38.917607,Support,Positive,Least approach area stop practice four best.
500,104,2,2025-03-10 02:35:38.917607,Support,Neutral,Not real ten building once.
